,,,,,,OGP VALUE,,,,DEGREE OF DIFFICULTY,,,BRANCH OF GOV'T,,,,
RCID_217,Mainstreaming Participation,Establish a basic framework for participation,"Establish a legal right to participation and access to information through common mechanisms, such as notice-and-comment periods in regulations.","Establish a basic framework for participation: Establish a legal right to participation and access to information through common mechanisms, such as notice-and-comment periods in regulations. ",Public Participation,1,1,0,0,1,0,0,0,1,,RCID_217; RCID_218; RCID_219; RCID_220; RCID_221; RCID_222; RCID_223; RCID_224; RCID_225; RCID_226,Public Participation
RCID_218,Mainstreaming Participation,Improve access to decision-making processes,"Establish that the public has a right to observe and inform public decisions through open meeting laws, right to information, and lobbying rules.","Improve access to decision-making processes: Establish that the public has a right to observe and inform public decisions through open meeting laws, right to information, and lobbying rules. ",Public Participation,1,1,0,0,1,0,0,0,1,,RCID_217; RCID_218; RCID_219; RCID_220; RCID_221; RCID_222; RCID_223; RCID_224; RCID_225; RCID_226,Public Participation
RCID_219,Mainstreaming Participation,Develop minimum standards on deliberative practice,"Develop government standards that govern participation practice, either to elaborate on existing laws or to provide guidance for innovations in deliberative processes already being implemented by administrations or legislatures.","Develop minimum standards on deliberative practice: Develop government standards that govern participation practice, either to elaborate on existing laws or to provide guidance for innovations in deliberative processes already being implemented by administrations or legislatures. ",Public Participation,0,1,0,0,0,1,0,1,0,,RCID_217; RCID_218; RCID_219; RCID_220; RCID_221; RCID_222; RCID_223; RCID_224; RCID_225; RCID_226,Public Participation
RCID_220,Mainstreaming Participation,Create oversight bodies,"Establish multi-stakeholder bodies at the agency or whole-of-government level that design, mainstream, and monitor inclusion and participation practices in agency decision-making. These may also be housed in legislative oversight committees.

- These multi-stakeholder bodies should also be diverse, inclusive, and appointed using transparent, well-publicized processes.","Create oversight bodies: Establish multi-stakeholder bodies at the agency or whole-of-government level that design, mainstream, and monitor inclusion and participation practices in agency decision-making. These may also be housed in legislative oversight committees.

- These multi-stakeholder bodies should also be diverse, inclusive, and appointed using transparent, well-publicized processes.",Public Participation,0,0,1,1,0,1,0,0,1,,RCID_217; RCID_218; RCID_219; RCID_220; RCID_221; RCID_222; RCID_223; RCID_224; RCID_225; RCID_226,Public Participation
RCID_221,Mainstreaming Participation,Design pilots,"Carry out pilots of deliberative processes on key issues with the general public, paying special attention to ensure diversity across and within groups of the selected sample. Examples such as citizen assemblies have found success particularly at the local level, as research on public participation suggests.","Design pilots: Carry out pilots of deliberative processes on key issues with the general public, paying special attention to ensure diversity across and within groups of the selected sample. Examples such as citizen assemblies have found success particularly at the local level, as research on public participation suggests.",Public Participation,0,1,0,1,1,0,0,1,0,,RCID_217; RCID_218; RCID_219; RCID_220; RCID_221; RCID_222; RCID_223; RCID_224; RCID_225; RCID_226,Public Participation
RCID_222,Mainstreaming Participation,Establish rules for how deliberative processes interact with policy-making,"Explicitly explain how deliberative processes will interact with constitutional, legislative, and regulatory processes, such as clarifying when they will occur and how they will inform final decisions. For example, establish processes for deliberative polling and discussion around politically difficult issues.","Establish rules for how deliberative processes interact with policy-making: Explicitly explain how deliberative processes will interact with constitutional, legislative, and regulatory processes, such as clarifying when they will occur and how they will inform final decisions. For example, establish processes for deliberative polling and discussion around politically difficult issues.",Public Participation,0,1,0,0,0,1,0,1,1,,RCID_217; RCID_218; RCID_219; RCID_220; RCID_221; RCID_222; RCID_223; RCID_224; RCID_225; RCID_226,Public Participation
RCID_223,Mainstreaming Participation,Conduct targeted outreach to identify new actors,Conduct targeted outreach for new actors who will join participation initiatives to ensure that groups are as inclusive and representative as possible.,Conduct targeted outreach to identify new actors: Conduct targeted outreach for new actors who will join participation initiatives to ensure that groups are as inclusive and representative as possible.,Public Participation,0,1,0,1,0,1,0,1,1,,RCID_217; RCID_218; RCID_219; RCID_220; RCID_221; RCID_222; RCID_223; RCID_224; RCID_225; RCID_226,Public Participation
RCID_224,Mainstreaming Participation,Train public officials,"Carry out training and capacity building for public officials on public participation to ensure that high-quality, meaningful dialogue takes place.","Train public officials: Carry out training and capacity building for public officials on public participation to ensure that high-quality, meaningful dialogue takes place.",Public Participation,0,1,0,0,0,1,0,1,0,,RCID_217; RCID_218; RCID_219; RCID_220; RCID_221; RCID_222; RCID_223; RCID_224; RCID_225; RCID_226,Public Participation
RCID_225,Mainstreaming Participation,Train members of the public,"Carry out training and capacity building for members of the public who join participation initiatives. This is especially important to build capacity for representatives from groups that are not as likely to be involved in decision-making, such as young people, indigenous people, and women, to ensure they have the tools to participate fully.","Train members of the public: Carry out training and capacity building for members of the public who join participation initiatives. This is especially important to build capacity for representatives from groups that are not as likely to be involved in decision-making, such as young people, indigenous people, and women, to ensure they have the tools to participate fully.",Public Participation,0,1,0,1,0,1,0,1,0,,RCID_217; RCID_218; RCID_219; RCID_220; RCID_221; RCID_222; RCID_223; RCID_224; RCID_225; RCID_226,Public Participation
RCID_226,Mainstreaming Participation,Create institutional knowledge teams,Establish participation teams or centers of best practice to maintain institutional knowledge and increase the quality of participation mechanisms.,Create institutional knowledge teams: Establish participation teams or centers of best practice to maintain institutional knowledge and increase the quality of participation mechanisms.,Public Participation,0,1,0,0,0,0,1,1,0,,RCID_217; RCID_218; RCID_219; RCID_220; RCID_221; RCID_222; RCID_223; RCID_224; RCID_225; RCID_226,Public Participation
RCID_227,Access to Information,Pass a law to manage archive rules,"Establish a law to manage the storage and retrieval of physical and electronic government records, including requirements related to how long information can be retained and oversight authority for records management. Ensuring that information is correctly stored and easy to retrieve is necessary to implement an RTI law.","Pass a law to manage archive rules: Establish a law to manage the storage and retrieval of physical and electronic government records, including requirements related to how long information can be retained and oversight authority for records management. Ensuring that information is correctly stored and easy to retrieve is necessary to implement an RTI law. ",Access to Information,1,0,0,0,1,0,0,0,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_228,Access to Information,Pass an RTI law,"Establish an RTI law in line with the most current standards, as outlined in the Guidance and Standards section below.","Pass an RTI law: Establish an RTI law in line with the most current standards, as outlined in the Guidance and Standards section below. ",Access to Information,1,0,0,0,1,0,0,0,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_229,Access to Information,Require RTI performance data collection and publication,"Require the collection and publication of RTI performance information in open data format. Efforts can include mandates to collect and publish the following data for each authority covered by the RTI law.

- Data on the number of requests submitted and processed, how long it took the relevant government agency or agencies to respond to requests, request disposition, reasons for denial, and appeals against RTI decisions and their results.
- Data that follows a standardized, validated reporting method in a structured data format on an open platform.
- Disaggregated data on requestors, such as by gender, where appropriate. 
- Standardized reports summarizing each agency’s RTI performance. 
- Anonymized, request-level data of the actual information requested and the disposition of those requests at regular, periodic intervals.","Require RTI performance data collection and publication: Require the collection and publication of RTI performance information in open data format. Efforts can include mandates to collect and publish the following data for each authority covered by the RTI law.

- Data on the number of requests submitted and processed, how long it took the relevant government agency or agencies to respond to requests, request disposition, reasons for denial, and appeals against RTI decisions and their results.
- Data that follows a standardized, validated reporting method in a structured data format on an open platform.
- Disaggregated data on requestors, such as by gender, where appropriate. 
- Standardized reports summarizing each agency’s RTI performance. 
- Anonymized, request-level data of the actual information requested and the disposition of those requests at regular, periodic intervals.",Access to Information,1,0,0,1,1,0,0,0,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_230,Access to Information,Create an oversight body,"Establish a body (or give powers to existing inspectorates or ombudspersons) that can review cases, policies, and practices based on individual requests or denials, failures to report, and patterns of denial. This can also be done through an executive order or an administrative regulation.

- Ensure appellate processes allow for individual appeals of denial of information.
- Such bodies may publicly publish summaries of agency-level reports and make recommendations to chief administrators.
- An oversight body can also enforce any proactive disclosure requirements that are included in the RTI law. 
- Establish criteria for composition that considers a diversity of sectors and experiences, including across gender, age, and other representative demographics.","Create an oversight body: Establish a body (or give powers to existing inspectorates or ombudspersons) that can review cases, policies, and practices based on individual requests or denials, failures to report, and patterns of denial. This can also be done through an executive order or an administrative regulation.

- Ensure appellate processes allow for individual appeals of denial of information.
- Such bodies may publicly publish summaries of agency-level reports and make recommendations to chief administrators.
- An oversight body can also enforce any proactive disclosure requirements that are included in the RTI law. 
- Establish criteria for composition that considers a diversity of sectors and experiences, including across gender, age, and other representative demographics.",Access to Information,0,0,1,1,1,0,0,1,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_231,Access to Information,Ensure the RTI oversight body is appropriately resourced,"Commit regular funding to the RTI oversight body, and ensure that the body is fully staffed to fulfill its mandate and maintain independence.","Ensure the RTI oversight body is appropriately resourced: Commit regular funding to the RTI oversight body, and ensure that the body is fully staffed to fulfill its mandate and maintain independence.",Access to Information,0,0,1,0,0,1,0,0,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_232,Access to Information,Improve civil service incentives,"Establish a professional track for RTI professionals within agencies, and create professional certificates for relevant data management (where possible) to raise the effectiveness of RTI compliance as an accountability measure.","Improve civil service incentives: Establish a professional track for RTI professionals within agencies, and create professional certificates for relevant data management (where possible) to raise the effectiveness of RTI compliance as an accountability measure.",Access to Information,0,0,1,0,0,1,0,1,0,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_233,Access to Information,Regularly report on compliance,Regularly report to the public and the legislative branch on agency or department compliance with the RTI law.,Regularly report on compliance: Regularly report to the public and the legislative branch on agency or department compliance with the RTI law.,Access to Information,1,0,1,0,0,1,0,1,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_234,Access to Information,Create request-sharing requirements and systems,"Create request-sharing requirements and systems. In some cases, people make legitimate requests, but to the wrong authority. Governments can establish standardized request-forwarding processes to ensure that requests arrive in the right place.

- These systems will allow for common rerouting of requests filed to the wrong authority, and more standardized tracking and reporting. Doing so would lessen the administrative burden and make the final release of RTI performance data much easier.","Create request-sharing requirements and systems: Create request-sharing requirements and systems. In some cases, people make legitimate requests, but to the wrong authority. Governments can establish standardized request-forwarding processes to ensure that requests arrive in the right place.

- These systems will allow for common rerouting of requests filed to the wrong authority, and more standardized tracking and reporting. Doing so would lessen the administrative burden and make the final release of RTI performance data much easier.",Access to Information,1,0,1,0,0,1,0,0,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_235,Access to Information,Require data on RTI performance to be accessible and usable,"Require the following elements to ensure data is accessible and usable by the general public. Successful examples include RTI performance databases in the Dominican Republic and Uruguay.

- Proactive and frequent disclosure of RTI performance data that is published online, free of charge, and in a timely manner. 
- Machine-readable data published in non-proprietary formats that is also bulk-downloadable, so the public can access data for monitoring and accountability purposes. 
- Public validation function to allow the public to flag data that may need further validation or correction.
- Gender-disaggregated data on requests and appeals, as appropriate","Require data on RTI performance to be accessible and usable: Require the following elements to ensure data is accessible and usable by the general public. Successful examples include RTI performance databases in the Dominican Republic and Uruguay.

- Proactive and frequent disclosure of RTI performance data that is published online, free of charge, and in a timely manner.  
- Machine-readable data published in non-proprietary formats that is also bulk-downloadable, so the public can access data for monitoring and accountability purposes. 
- Public validation function to allow the public to flag data that may need further validation or correction.
- Gender-disaggregated data on requests and appeals, as appropriate",Access to Information,1,1,1,1,0,1,0,0,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_236,Access to Information,"Standardize data, including for interoperability","Standardize data and introduce common identifiers for key elements (such as agency names) that may be used in other important data, such as budgeting or spending data. Common identifiers can reduce the administrative burden of tracking RTI by relying on other validated databases and can allow for comparison across time and levels of government. 

- Across time: Make performance data consistent and comparable across requests and over the years by ensuring continuity of key indicators across years. This can help identify major changes in performance over time. 
- Across localities and agencies: Encourage (or mandate, if possible) government entities to use similar fields where comparison is possible through the production of guidance, appropriate validation methods, and incentives for standardization.","Standardize data, including for interoperability: Standardize data and introduce common identifiers for key elements (such as agency names) that may be used in other important data, such as budgeting or spending data. Common identifiers can reduce the administrative burden of tracking RTI by relying on other validated databases and can allow for comparison across time and levels of government. 

- Across time: Make performance data consistent and comparable across requests and over the years by ensuring continuity of key indicators across years. This can help identify major changes in performance over time. 
- Across localities and agencies: Encourage (or mandate, if possible) government entities to use similar fields where comparison is possible through the production of guidance, appropriate validation methods, and incentives for standardization.",Access to Information,1,0,0,0,0,0,1,1,0,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_237,Access to Information,Ensure equal access to the RTI request process,"Create and enforce special measures to ensure that all persons, particularly the most vulnerable or marginalized, can benefit from the right to information. Such measures include accommodations for those who may have trouble accessing online systems, such as people living in rural areas with limited internet access or people with disabilities. For example, the Philippines focused on increasing RTI ordinances at the local level, which led to a considerable expansion of public access to information, including in rural areas.","Ensure equal access to the RTI request process: Create and enforce special measures to ensure that all persons, particularly the most vulnerable or marginalized, can benefit from the right to information. Such measures include accommodations for those who may have trouble accessing online systems, such as people living in rural areas with limited internet access or people with disabilities. For example, the Philippines focused on increasing RTI ordinances at the local level, which led to a considerable expansion of public access to information, including in rural areas. ",Access to Information,0,1,0,1,0,1,0,1,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_238,Access to Information,Create a public advisory panel,"Establish or enhance an advisory group to include RTI users (including journalists, industry, and civil society organizations) and government information producers. Ensure that the advisory group solicits, combines, and gives feedback on the quality of compliance reporting and recommends solutions revealed by data from agencies.","Create a public advisory panel: Establish or enhance an advisory group to include RTI users (including journalists, industry, and civil society organizations) and government information producers. Ensure that the advisory group solicits, combines, and gives feedback on the quality of compliance reporting and recommends solutions revealed by data from agencies. ",Access to Information,0,1,0,0,0,1,0,1,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_239,Access to Information,Train public officials,"Provide adequate training to all relevant public officials, especially information officers, on record-keeping practices, how to respond in a proper and timely manner, the use of standardized data, and the timely provision of information and appropriate use of exemptions.","Train public officials: Provide adequate training to all relevant public officials, especially information officers, on record-keeping practices, how to respond in a proper and timely manner, the use of standardized data, and the timely provision of information and appropriate use of exemptions.",Access to Information,0,1,0,0,0,1,0,1,0,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_240,Access to Information,Conduct public education campaigns,"Create a campaign to increase the public’s awareness of the right to information, including guidance on how to submit information requests. 

- Raise awareness of the benefits of RTI performance data through public education campaigns, especially where there is a high level of understanding and use of the right to information.","Conduct public education campaigns: Create a campaign to increase the public’s awareness of the right to information, including guidance on how to submit information requests. 

- Raise awareness of the benefits of RTI performance data through public education campaigns, especially where there is a high level of understanding and use of the right to information.",Access to Information,0,1,0,0,0,0,1,1,0,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_241,Access to Information,Increase financial support to information intermediaries,"Provide education opportunities, grants, and support to data intermediaries (such as CSOs or local legal clinics) that use the RTI system.","Increase financial support to information intermediaries: Provide education opportunities, grants, and support to data intermediaries (such as CSOs or local legal clinics) that use the RTI system.",Access to Information,0,1,0,0,0,0,1,1,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_242,Access to Information,Strengthen the RTI oversight body’s powers of oversight and investigation,"Establish or strengthen the right to information commission, including by assuring funding, to ensure independence and maximal disclosure, especially in high-value areas of government activity.

- Empower RTI commissions (or their equivalent) to investigate irregularities and patterns of practice as reflected in performance data and to independently report their findings to the legislature and the public. 
- Allow independent oversight to conduct on-site inspections and impose sanctions for non-compliance.
- Create tribunals with the mandate and capacity to review irregularities and patterns of practice.","Strengthen the RTI oversight body’s powers of oversight and investigation: Establish or strengthen the right to information commission, including by assuring funding, to ensure independence and maximal disclosure, especially in high-value areas of government activity.

- Empower RTI commissions (or their equivalent) to investigate irregularities and patterns of practice as reflected in performance data and to independently report their findings to the legislature and the public. 
- Allow independent oversight to conduct on-site inspections and impose sanctions for non-compliance.
- Create tribunals with the mandate and capacity to review irregularities and patterns of practice.",Access to Information,0,0,1,0,1,0,0,0,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_243,Access to Information,Create a process for judicial or quasi-judicial review,"Ensure that non-reporting, falsification, and misrepresentation of data has adequate, publicly accessible avenues of redress and remedy, if they do not already exist.","Create a process for judicial or quasi-judicial review: Ensure that non-reporting, falsification, and misrepresentation of data has adequate, publicly accessible avenues of redress and remedy, if they do not already exist.",Access to Information,0,0,1,0,1,0,0,0,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_244,Access to Information,Create a process for parliamentary oversight,Hold standing or ad hoc committees and legislative hearings to oversee the performance of the RTI law and ensure agencies are complying with the RTI law.,Create a process for parliamentary oversight: Hold standing or ad hoc committees and legislative hearings to oversee the performance of the RTI law and ensure agencies are complying with the RTI law.,Access to Information,0,0,1,0,0,1,0,0,1,,RCID_227; RCID_228; RCID_229; RCID_230; RCID_231; RCID_232; RCID_233; RCID_234; RCID_235; RCID_236; RCID_237; RCID_238; RCID_239; RCID_240; RCID_241; RCID_242; RCID_243; RCID_244,Access to Information
RCID_245,Extractives,"Publish gender-relevant employment, health, and safety information","Ensure that companies operating in the extractive sector report gender-disaggregated data on employment, health, and safety outcomes, with a focus on reducing gender disparities, promoting workplace safety, and exposing the gender dimensions of extractive industry value chains. Countries and companies should also disclose gender-disaggregated information on the environmental and social impacts of their industries, including assessments, monitoring data, and social expenditures. UN Women found that women tend to be employed in lower-wage positions in the extractive workforce and disproportionately bear the costs of extractive activities, such as increased exposure to harassment and gender-based violence.

EITI reporting in Senegal “revealed that women make up less than 10 percent of the country’s extractive industries workforce, which has fed into public debate on diversity in the sector.” The collection and publication of this data have helped civil society groups in the country, such as Women in Mining Senegal, use this information to advocate for reforms, such as the inclusion of women in the supply chain and in local extractives sector policies and projects","Publish gender-relevant employment, health, and safety information: Ensure that companies operating in the extractive sector report gender-disaggregated data on employment, health, and safety outcomes, with a focus on reducing gender disparities, promoting workplace safety, and exposing the gender dimensions of extractive industry value chains. Countries and companies should also disclose gender-disaggregated information on the environmental and social impacts of their industries, including assessments, monitoring data, and social expenditures. UN Women found that women tend to be employed in lower-wage positions in the extractive workforce and disproportionately bear the costs of extractive activities, such as increased exposure to harassment and gender-based violence.

EITI reporting in Senegal “revealed that women make up less than 10 percent of the country’s extractive industries workforce, which has fed into public debate on diversity in the sector.” The collection and publication of this data have helped civil society groups in the country, such as Women in Mining Senegal, use this information to advocate for reforms, such as the inclusion of women in the supply chain and in local extractives sector policies and projects",Extractives,1,0,0,1,0,1,0,1,1,,RCID_245; RCID_246; RCID_247; RCID_248; RCID_249,
RCID_246,Extractives,Mandate supply chain due diligence and transparency,"Require operating companies (or companies operating along the supply chain) to ensure adherence to legal standards and best practice frameworks to prevent crimes such as child labor, human trafficking, and illegal artisanal operations.

For example, investors from both private firms and other countries can ensure good practices in supply chain management, including transparency, are followed. This could take the form of adopting auditing standards like that of the Initiative for Responsible Mining Assurance or mandating divestment from extractive companies involved in corruption or environmental damage, as Norway’s Global Pension Fund requires.","Mandate supply chain due diligence and transparency:
Require operating companies (or companies operating along the supply chain) to ensure adherence to legal standards and best practice frameworks to prevent crimes such as child labor, human trafficking, and illegal artisanal operations.

For example, investors from both private firms and other countries can ensure good practices in supply chain management, including transparency, are followed. This could take the form of adopting auditing standards like that of the Initiative for Responsible Mining Assurance or mandating divestment from extractive companies involved in corruption or environmental damage, as Norway’s Global Pension Fund requires.",Extractives,1,0,0,0,0,0,1,1,1,,RCID_245; RCID_246; RCID_247; RCID_248; RCID_249,
RCID_247,Extractives,Make state-owned enterprises transparent,"Require SOEs to publish financial statements, governance structures, and anti-corruption policies, implementing transparency measures that align with internationally recognized standards (including EITI’s Standard) to enhance accountability. This should include agents, contractors, and controlling interests in those SOEs. SOEs should also disclose the rules that govern the financial relationship between the state and the SOE.

Mongolia committed to passing a new law to increase transparency in the extractive industries, including for state-owned enterprises involved in mining.
Examples of countries whose SOEs publish audited consolidated financial statements online include Albpetrol (Albania), KazMunayGas (Kazakhstan), and Sonangol (Angola).","Make state-owned enterprises transparent: Require SOEs to publish financial statements, governance structures, and anti-corruption policies, implementing transparency measures that align with internationally recognized standards (including EITI’s Standard) to enhance accountability. This should include agents, contractors, and controlling interests in those SOEs. SOEs should also disclose the rules that govern the financial relationship between the state and the SOE.

Mongolia committed to passing a new law to increase transparency in the extractive industries, including for state-owned enterprises involved in mining.
Examples of countries whose SOEs publish audited consolidated financial statements online include Albpetrol (Albania), KazMunayGas (Kazakhstan), and Sonangol (Angola).
",Extractives,1,0,1,0,0,1,0,1,1,,RCID_245; RCID_246; RCID_247; RCID_248; RCID_249,
RCID_248,Extractives,Improve reporting on conflicts of interest and require disclosure,"Modernize disclosures on lobbying, political finance, open meeting rules, ethics, and conflicts of interest. Require candidates and public officials to divest ownership stakes in particular stocks or other assets, including major extractive companies, and to move those assets into blind trusts.

For example, areas of legal or regulatory standards to detect conflicts of interest include requiring the disclosure of extractive companies’ political donations and lobbying activities and establishing “cooling off” periods for individuals moving between government and private sector positions (also known as rules to prevent “revolving doors”).","Improve reporting on conflicts of interest and require disclosure: Modernize disclosures on lobbying, political finance, open meeting rules, ethics, and conflicts of interest. Require candidates and public officials to divest ownership stakes in particular stocks or other assets, including major extractive companies, and to move those assets into blind trusts.

For example, areas of legal or regulatory standards to detect conflicts of interest include requiring the disclosure of extractive companies’ political donations and lobbying activities and establishing “cooling off” periods for individuals moving between government and private sector positions (also known as rules to prevent “revolving doors”).",Extractives,1,0,0,0,0,1,0,1,1,,RCID_245; RCID_246; RCID_247; RCID_248; RCID_249,
RCID_249,Extractives,Require contract transparency and prohibit confidentiality in natural resources licensing,"Require companies and governments to disclose full contracts or license documents that detail the terms under which extraction occurs. These important documents detail all important rules surrounding extractive industry projects, including tax and fiscal terms, environmental and social obligations, worker health and safety, and production commitments. Such reporting should extend to cover all stages of a project, including exploration, exploitation, and drawdown.

Malawi currently requires the disclosure of all contracts and licenses related to the oil, gas, and mineral sectors and has committed to improving the transparency of these processes in its 2023–2025 OGP action plan and its participation in the Open Gov Challenge.
In the Democratic Republic of Congo (DRC), the government successfully renegotiated the value of the infrastructure budget from US $3 billion to US $7 billion following the publication of an evaluation report on a deal signed by the DRC government and Chinese investors to develop the Sicomines mining project.","Require contract transparency and prohibit confidentiality in natural resources licensing:  Require companies and governments to disclose full contracts or license documents that detail the terms under which extraction occurs. These important documents detail all important rules surrounding extractive industry projects, including tax and fiscal terms, environmental and social obligations, worker health and safety, and production commitments. Such reporting should extend to cover all stages of a project, including exploration, exploitation, and drawdown.

Malawi currently requires the disclosure of all contracts and licenses related to the oil, gas, and mineral sectors and has committed to improving the transparency of these processes in its 2023–2025 OGP action plan and its participation in the Open Gov Challenge.
In the Democratic Republic of Congo (DRC), the government successfully renegotiated the value of the infrastructure budget from US $3 billion to US $7 billion following the publication of an evaluation report on a deal signed by the DRC government and Chinese investors to develop the Sicomines mining project.",Extractives,1,0,0,0,0,1,0,1,1,,RCID_245; RCID_246; RCID_247; RCID_248; RCID_249,
RCID_250,Political Finance,Create a publicly available online political advertising repository,"Governments can create a political advertising repository, which would publish information about political ads posted online, including on social media platforms. The repository itself should be easily accessible and free of charge. Private sector actors that publish political ads would be required to report information about political ads in a timely manner, including data about the value of such ads. Managing a repository that requires compliance from multinational organizations is complex. To address this, countries can support a regional system similar to the European Union regulation, which names the European Commission as the body responsible for creating and maintaining such a repository.","Create a publicly available online political advertising repository: 
Governments can create a political advertising repository, which would publish information about political ads posted online, including on social media platforms. The repository itself should be easily accessible and free of charge. Private sector actors that publish political ads would be required to report information about political ads in a timely manner, including data about the value of such ads. Managing a repository that requires compliance from multinational organizations is complex. To address this, countries can support a regional system similar to the European Union regulation, which names the European Commission as the body responsible for creating and maintaining such a repository.",,1,0,0,0,0,0,1,1,1,,RCID_250; RCID_251; RCID_252; RCID_253; RCID_254,
RCID_251,Political Finance,Make data interoperable,"Use common identifiers across datasets related to political finance data to ensure that data in different databases can be used together, which increases accountability. Specifically, common identifiers should be used for natural persons (including candidates and donors) and legal persons (including third-party campaign groups). For example, linking political finance data with public procurement data can detect whether elected officials are awarding public contracts to campaign donors. Likewise, beneficial ownership data can be used to reveal hidden interests behind political donations.

To leverage the benefits of interoperability, governments can create automatic verification systems to cross-check political finance data with online ad libraries, beneficial ownership databases, and tax registries.","Make data interoperable: Use common identifiers across datasets related to political finance data to ensure that data in different databases can be used together, which increases accountability. Specifically, common identifiers should be used for natural persons (including candidates and donors) and legal persons (including third-party campaign groups). For example, linking political finance data with public procurement data can detect whether elected officials are awarding public contracts to campaign donors. Likewise, beneficial ownership data can be used to reveal hidden interests behind political donations.

To leverage the benefits of interoperability, governments can create automatic verification systems to cross-check political finance data with online ad libraries, beneficial ownership databases, and tax registries.",,1,0,0,0,0,1,0,1,1,,RCID_250; RCID_251; RCID_252; RCID_253; RCID_254,
